name,yom,price,origin,status,KMtraveled,color,doorNumber,seatNumber,engine,gear,fuelConsumption
" ô tô Isuzu QKR 3,5 tấn ",2021,404 triệu,Nhập khẩu,Đã qua sử dụng,60000,Trắng,2,3,Số tay,0,
 ô tô Ford Focus Titanium 2.0 AT ,2014,336 triệu,Lắp ráp trong nước,Đã qua sử dụng,65000,Bạc,4,5,Số tự động,0,
 ô tô Kia Sedona 2.2 DAT Luxury ,2019,846 triệu,Lắp ráp trong nước,Đã qua sử dụng,80000,Trắng,5,7,Số tự động,0,
 ô tô Daewoo Matiz SE 0.8 MT ,2006,35 triệu,Nhập khẩu,Đã qua sử dụng,100000,Bạc,5,5,Số tay,0,
 ô tô Hyundai Accent 1.4 ATH ,2020,446 triệu,Lắp ráp trong nước,Đã qua sử dụng,50000,-,4,5,Số tự động,0,
 ô tô Peugeot 3008 Active 1.6 AT ,2020,695 triệu,Lắp ráp trong nước,Đã qua sử dụng,19000,Nâu,5,5,Số tự động,0,
 ô tô Kia Sorento 2.2 DAT Premium ,2020,690 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Trắng,5,7,Số tự động,0,
 ô tô Toyota Hilux 2.4L 4x2 AT ,2021,685 triệu,Nhập khẩu,Đã qua sử dụng,39000,Đen,4,5,Số tự động,0,
 ô tô Ford Ranger Wildtrak 2.0L 4x4 AT ,2021,760 triệu,Nhập khẩu,Đã qua sử dụng,58000,Cam,4,5,Số tự động,0,
 ô tô Audi A6 2.0T ,2010,299 triệu,Nhập khẩu,Đã qua sử dụng,0,Xanh,4,5,Số tự động,0,
 ô tô Ford Ranger XLS 2.2L 4x2 AT ,2021,575 triệu,Nhập khẩu,Đã qua sử dụng,47000,Xanh,4,5,Số tự động,0,
 ô tô Chevrolet Vivant SE ,2009,98 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Đen,5,7,Số tay,0,
 ô tô Honda Civic 1.8 AT ,2008,216 triệu,Lắp ráp trong nước,Đã qua sử dụng,170000,Đen,4,5,Số tự động,0,
 ô tô Toyota Fortuner 2.7V 4x4 AT ,2020,865 triệu,Nhập khẩu,Đã qua sử dụng,50000,Trắng,5,7,Số tự động,0,
 ô tô Mercedes Benz C class C300 AMG ,2019,1.199 tỉ,Lắp ráp trong nước,Đã qua sử dụng,49000,Trắng,4,5,Số tự động,0,
 ô tô Lexus RX 350 Premium ,2023,3.43 tỉ,Nhập khẩu,Mới,0,Đen,5,5,Số tự động,0,
 ô tô Lexus LX 570 ,2015,3.45 tỉ,Nhập khẩu,Đã qua sử dụng,150000,-,5,7,Số tự động,0,
 ô tô Chevrolet Cruze LT 1.6L ,2017,262 triệu,Lắp ráp trong nước,Đã qua sử dụng,103000,Trắng,4,5,Số tay,0,
 ô tô Mercedes Benz C class C300 AMG ,2018,979 triệu,Lắp ráp trong nước,Đã qua sử dụng,59200,Đỏ,4,5,Số tự động,0,
 ô tô Nissan Navara EL 2.5AT 2WD ,2016,369 triệu,Nhập khẩu,Đã qua sử dụng,72000,Bạc,4,5,Số tự động,0,
 ô tô Ford Escape XLS 2.3L 4x2 AT ,2013,330 triệu,Lắp ráp trong nước,Đã qua sử dụng,91000,Đen,5,5,Số tự động,0,
 ô tô Ford Escape XLS 2.3L 4x2 AT ,2013,328 triệu,Lắp ráp trong nước,Đã qua sử dụng,78000,Cát,5,5,Số tự động,0,
 ô tô Kia K3 Luxury 1.6 AT ,2023,620 triệu,Lắp ráp trong nước,Đã qua sử dụng,7000,Trắng,4,5,Số tự động,0,
 ô tô Toyota Corolla altis 2.0V ,2015,490 triệu,Lắp ráp trong nước,Đã qua sử dụng,82853,Nâu,4,5,Số tự động,0,
 ô tô Toyota Fortuner 2.4L 4x2 AT ,2022,990 triệu,Lắp ráp trong nước,Đã qua sử dụng,86000,Bạc,5,7,Số tự động,0,
 ô tô Ford EcoSport Titanium 1.5 AT ,2021,519 triệu,Lắp ráp trong nước,Đã qua sử dụng,9600,Đen,5,5,Số tự động,0,
 ô tô Toyota Vios E 1.5 MT ,2021,395 triệu,Lắp ráp trong nước,Đã qua sử dụng,51000,Cát,4,5,Số tay,0,
 ô tô Porsche Panamera ,2022,4.35 tỉ,Nhập khẩu,Đã qua sử dụng,8000,0,-,5,Số tự động,0,
 ô tô Audi Q5 3.2 AT ,2009,425 triệu,Nhập khẩu,Đã qua sử dụng,0,Trắng,5,5,Số tự động,0,
 ô tô Lexus RX 300 ,2020,2.868 tỉ,Nhập khẩu,Đã qua sử dụng,30000,Xanh,5,5,Số tự động,0,
 ô tô Hyundai Accent 1.4 AT ,2022,450 triệu,Lắp ráp trong nước,Đã qua sử dụng,22000,Nâu,4,5,Số tự động,0,
 ô tô Honda City 1.5 AT ,2014,319 triệu,Lắp ráp trong nước,Đã qua sử dụng,98000,Trắng,4,5,Số tự động,0,
 ô tô Audi Q7 3.6 AT ,2006,295 triệu,Nhập khẩu,Đã qua sử dụng,0,Bạc,5,7,Số tự động,0,
 ô tô Kia Sedona 3.3L GATH ,2016,595 triệu,Lắp ráp trong nước,Đã qua sử dụng,80000,Trắng,5,7,Số tự động,0,
 ô tô Hyundai Accent 1.4 AT ,2019,410 triệu,Lắp ráp trong nước,Đã qua sử dụng,30000,Trắng,4,5,Số tự động,0,
 ô tô Porsche Panamera ,2022,5.4 tỉ,Nhập khẩu,Đã qua sử dụng,10000,0,-,4,Số tự động,0,
 ô tô Ford Ranger XLS 2.2L 4x2 MT ,2020,479 triệu,Nhập khẩu,Đã qua sử dụng,58000,Trắng,4,5,Số tay,0,
 ô tô Lexus LS 400 ,2000,93 triệu,Nhập khẩu,Đã qua sử dụng,110000,Xanh,4,5,Số tự động,0,
 ô tô Toyota Vios 1.5E ,2015,245 triệu,Lắp ráp trong nước,Đã qua sử dụng,88000,Đen,4,5,Số tay,0,
 ô tô Ford EcoSport Titanium 1.5L AT ,2018,445 triệu,Lắp ráp trong nước,Đã qua sử dụng,42000,Trắng,5,5,Số tự động,0,
 ô tô Kia Sedona 2.2L DATH ,2017,688 triệu,Lắp ráp trong nước,Đã qua sử dụng,68000,-,5,7,Số tự động,0,
 ô tô Kia Cerato 1.6 AT ,2017,420 triệu,Lắp ráp trong nước,Đã qua sử dụng,70000,Trắng,4,5,Số tự động,0,
 ô tô Ford EcoSport Titanium 1.5L AT ,2016,330 triệu,Lắp ráp trong nước,Đã qua sử dụng,60000,Đỏ,5,5,Số tự động,0,
 ô tô Chevrolet Trailblazer LT 2.5L VGT 4x2 AT ,2018,528 triệu,Nhập khẩu,Đã qua sử dụng,83000,-,5,7,Số tự động,0,
 ô tô Mazda 6 Premium 2.0 AT ,2022,779 triệu,Lắp ráp trong nước,Đã qua sử dụng,20000,Trắng,4,5,Số tự động,0,
 ô tô Toyota Vios 1.5E CVT ,2016,358 triệu,Lắp ráp trong nước,Đã qua sử dụng,66000,Đen,4,5,Số tự động,0,
 ô tô Honda CRV L ,2023,1.1 tỉ,Lắp ráp trong nước,Đã qua sử dụng,1100,Trắng,5,7,Số tự động,0,
 ô tô Hyundai i10 Grand 1.2 AT ,2019,308 triệu,Lắp ráp trong nước,Đã qua sử dụng,80000,Bạc,4,5,Số tự động,0,
 ô tô Ford Everest Titanium 2.0L 4x2 AT ,2021,958 triệu,Nhập khẩu,Đã qua sử dụng,45000,Cát,5,7,Số tự động,0,
 ô tô Mazda 3 1.5L Luxury ,2019,495 triệu,Lắp ráp trong nước,Đã qua sử dụng,47000,Trắng,4,5,Số tự động,0,
 ô tô Peugeot 5008 1.6 AL ,2018,675 triệu,Lắp ráp trong nước,Đã qua sử dụng,38000,0,FWD -  cầu trước,7,Số tự động,0,
 ô tô Toyota Corolla altis 1.8G AT ,2016,488 triệu,Lắp ráp trong nước,Đã qua sử dụng,80000,Đen,4,5,Số tự động,0,
 ô tô Toyota Camry LE 2.4 ,2008,318 triệu,Nhập khẩu,Đã qua sử dụng,8000,Đen,4,5,Số tự động,0,
 ô tô Mazda 3 2.0 AT ,2018,489 triệu,Lắp ráp trong nước,Đã qua sử dụng,55000,Trắng,4,5,Số tự động,0,
 ô tô Kia Sorento DATH ,2017,610 triệu,Lắp ráp trong nước,Đã qua sử dụng,90000,Trắng,5,7,Số tự động,0,
 ô tô Honda Civic 1.8 AT ,2008,245 triệu,Lắp ráp trong nước,Đã qua sử dụng,12000,Xanh,4,5,Số tự động,0,
 ô tô Ford Everest Titanium 2.0L 4x2 AT ,2019,845 triệu,Nhập khẩu,Đã qua sử dụng,34000,Đen,5,7,Số tự động,0,
 ô tô Porsche Cayenne Coupe ,2020,4.699 tỉ,Nhập khẩu,Đã qua sử dụng,27000,Đen,5,5,Số tự động,0,
 ô tô Ford Focus Titanium 2.0 AT ,2014,336 triệu,Lắp ráp trong nước,Đã qua sử dụng,64000,Bạc,4,5,Số tự động,0,
 ô tô Kia Carens CRDi 2.0 AT ,2008,260 triệu,Nhập khẩu,Đã qua sử dụng,0,Đen,5,7,Số tự động,0,
 ô tô Kia K3 Premium 1.6 AT ,2021,565 triệu,Lắp ráp trong nước,Đã qua sử dụng,20000,Xanh,4,5,Số tự động,0,
 ô tô Mazda 2 1.5 AT ,2018,385 triệu,Lắp ráp trong nước,Đã qua sử dụng,62000,Đỏ,4,5,Số tự động,0,
 ô tô Lexus LX 570 ,2016,5.35 tỉ,Nhập khẩu,Đã qua sử dụng,70000,Vàng,5,7,Số tự động,0,
 ô tô Kia Carnival Signature 2.2D ,2023,1.468 tỉ,Lắp ráp trong nước,Đã qua sử dụng,3600,Trắng,5,7,Số tự động,0,
 ô tô Lexus LX 570 ,2015,3.39 tỉ,Nhập khẩu,Đã qua sử dụng,1600000,Trắng,5,7,Số tự động,0,
 ô tô Ford Focus Trend 1.5L ,2017,385 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Đỏ,4,5,Số tự động,0,
 ô tô Lexus LX 570 ,2012,2.4 tỉ,Nhập khẩu,Đã qua sử dụng,60000,Cát,5,7,Số tự động,0,
 ô tô Mercedes Benz GLC 300 4Matic ,2023,2.799 tỉ,Lắp ráp trong nước,Mới,0,Trắng,5,5,Số tự động,0,
 ô tô Toyota Fortuner 2.4L 4x2 MT ,2023,990 triệu,Lắp ráp trong nước,Đã qua sử dụng,4400,Đồng,5,7,Số tay,0,
 ô tô Toyota Camry LE 2.4 ,2007,290 triệu,Nhập khẩu,Đã qua sử dụng,0,Bạc,4,5,Số tự động,0,
 ô tô Mercedes Benz GLC 300 4Matic ,2021,1.939 tỉ,Lắp ráp trong nước,Đã qua sử dụng,33333,Trắng,5,5,Số tự động,0,
 ô tô Lexus RX 350 ,2019,2.75 tỉ,Nhập khẩu,Đã qua sử dụng,0,Đỏ,5,5,Số tự động,0,
 ô tô Mercedes Benz C class C300 AMG ,2011,359 triệu,Lắp ráp trong nước,Đã qua sử dụng,92000,Đen,4,5,Số tự động,0,
 ô tô Hyundai Accent 1.4 AT Đặc Biệt ,2022,468 triệu,Lắp ráp trong nước,Đã qua sử dụng,20000,Bạc,4,5,Số tự động,0,
 ô tô Hyundai Accent 1.4 AT Đặc Biệt ,2021,459 triệu,Lắp ráp trong nước,Đã qua sử dụng,29000,Cát,4,5,Số tự động,0,
 ô tô Daewoo Lacetti EX 1.6 MT ,2004,89 triệu,Lắp ráp trong nước,Đã qua sử dụng,120000,Bạc,4,5,Số tay,0,
 ô tô BMW X5 xDrive40i xLine ,2022,3.45 tỉ,Nhập khẩu,Đã qua sử dụng,5000,Trắng,5,7,Số tự động,0,
 ô tô Kia Rondo GAT Deluxe ,2019,415 triệu,Lắp ráp trong nước,Đã qua sử dụng,117000,Xanh,5,7,Số tự động,0,
 ô tô Mitsubishi Attrage 1.2 CVT ,2023,457 triệu,Nhập khẩu,Mới,0,Trắng,4,5,Số tự động,0,
 ô tô Toyota Hilux 2.4L 4x2 AT ,2021,655 triệu,Nhập khẩu,Đã qua sử dụng,35000,Đen,4,5,Số tự động,0,
 ô tô Peugeot 5008 1.6 AT ,2018,675 triệu,Lắp ráp trong nước,Đã qua sử dụng,38000,Xanh,5,7,Số tự động,0,
 ô tô Mercedes Benz ML Class ML350 ,2005,199 triệu,Nhập khẩu,Đã qua sử dụng,150000,Đen,5,5,Số tự động,0,
 ô tô Toyota Corolla altis 1.8G MT ,2007,240 triệu,Lắp ráp trong nước,Đã qua sử dụng,130000,Đen,4,5,Số tay,0,
 ô tô Toyota Vios 1.5E ,2016,279 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Bạc,4,5,Số tay,0,
 ô tô Kia Sedona 3.3L GATH ,2016,626 triệu,Lắp ráp trong nước,Đã qua sử dụng,47000,Đỏ,5,7,Số tự động,0,
 ô tô BMW 5 Series 530i M Sport ,2022,2.566 tỉ,Nhập khẩu,Đã qua sử dụng,13000,Trắng,4,5,Số tự động,0,
 ô tô Ford EcoSport Titanium 1.5L AT ,2020,478 triệu,Lắp ráp trong nước,Đã qua sử dụng,35000,Cam,5,5,Số tự động,0,
 ô tô Mercedes Benz C class C300 AMG ,2023,1.911 tỉ,Lắp ráp trong nước,Mới,0,Trắng,4,5,Số tự động,0,
 ô tô Chevrolet Cruze LS 1.6 MT ,2015,250 triệu,Lắp ráp trong nước,Đã qua sử dụng,1400000,Đen,4,5,Số tay,0,
 ô tô Lexus LX 570 ,2019,6.45 tỉ,Nhập khẩu,Đã qua sử dụng,9000,Vàng,5,7,Số tự động,0,
 ô tô Lexus RX 300 F Sport ,2022,3.189 tỉ,Nhập khẩu,Đã qua sử dụng,20000,Trắng,5,5,Số tự động,0,
 ô tô Peugeot 3008 GT ,2022,899 triệu,Lắp ráp trong nước,Đã qua sử dụng,26000,Đỏ,5,5,Số tự động,0,
 ô tô BMW 3 Series 320i ,2015,620 triệu,Nhập khẩu,Đã qua sử dụng,40000,Trắng,4,5,Số tự động,0,
 ô tô Mercedes Benz GLE Class GLE 400 4Matic Coupe ,2015,1.95 tỉ,Nhập khẩu,Đã qua sử dụng,8000,Đen,4,5,Số tự động,0,
 ô tô Honda CRV EX,2013,485 triệu,Nhập khẩu,Đã qua sử dụng,0,Nâu,5,5,Số tự động,0,
 ô tô Ford Everest Trend 2.0L 4x2 AT ,2019,798 triệu,Nhập khẩu,Đã qua sử dụng,60000,Trắng,5,7,Số tự động,0,
 ô tô Kia Sorento Premium 2.2 AT AWD ,2023,1.234 tỉ,Lắp ráp trong nước,Mới,0,Xanh,5,7,Số tự động,0,
 ô tô Honda CRV G ,2019,729 triệu,Nhập khẩu,Đã qua sử dụng,60000,Trắng,5,7,Số tự động,0,
 ô tô Toyota Vios 1.5E ,2016,305 triệu,Lắp ráp trong nước,Đã qua sử dụng,91000,Đen,4,5,Số tay,0,
 ô tô Kia Rio 1.4 AT ,2014,320 triệu,Nhập khẩu,Đã qua sử dụng,72565,Đỏ,5,5,Số tự động,0,
 ô tô Mercedes Benz C class C200 Exclusive ,2020,1.138 tỉ,Lắp ráp trong nước,Đã qua sử dụng,29000,Đen,4,5,Số tự động,0,
 ô tô Toyota Camry 2.0G ,2021,860 triệu,Nhập khẩu,Đã qua sử dụng,36200,Trắng,4,5,Số tự động,0,
 ô tô Honda City 1.5 ,2019,418 triệu,Lắp ráp trong nước,Đã qua sử dụng,50000,Bạc,4,5,Số tự động,0,
 ô tô Lexus LX 570 Super Sport ,2018,5.899 tỉ,Nhập khẩu,Đã qua sử dụng,45000,Cát,5,7,Số tự động,0,
 ô tô Kia Sorento GATH ,2018,615 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Trắng,5,7,Số tự động,0,
 ô tô Toyota Vios 1.5E ,2017,299 triệu,Lắp ráp trong nước,Đã qua sử dụng,90000,-,4,5,Số tay,0,
 ô tô Mercedes Benz C class C200 Avantgarde ,2022,1.298 tỉ,Lắp ráp trong nước,Đã qua sử dụng,11111,Đỏ,4,5,Số tự động,0,
 ô tô Mercedes Benz GLC 300 4Matic ,2022,2.079 tỉ,Lắp ráp trong nước,Đã qua sử dụng,6200,Đen,5,5,Số tự động,0,
 ô tô Ford Ranger XLS 2.2L 4x2 AT ,2016,375 triệu,Nhập khẩu,Đã qua sử dụng,85000,Vàng,4,5,Số tự động,0,
 ô tô Mazda BT50 Deluxe 2.2L 4x2 AT ,2021,562 triệu,Nhập khẩu,Đã qua sử dụng,35000,-,4,5,Số tự động,0,
 ô tô Mercedes Benz ML Class ML350 ,2008,293 triệu,Nhập khẩu,Đã qua sử dụng,90000,-,5,5,Số tự động,0,
 ô tô Mazda BT50 Deluxe 2.2L 4x2 AT ,2021,560 triệu,Nhập khẩu,Đã qua sử dụng,35000,-,4,5,Số tự động,0,
 ô tô Ford EcoSport Titanium 1.5L AT ,2015,320 triệu,Lắp ráp trong nước,Đã qua sử dụng,80000,Trắng,5,5,Số tự động,0,
 ô tô Mitsubishi Xpander Premium 1.5 AT ,2022,615 triệu,Nhập khẩu,Đã qua sử dụng,17000,Trắng,5,7,Số tự động,0,
 ô tô Mitsubishi Xpander 1.5 AT ,2023,522 triệu,Nhập khẩu,Mới,0,Trắng,5,7,Số tự động,0,
 ô tô Ford EcoSport Trend 1.5L AT ,2019,399 triệu,Lắp ráp trong nước,Đã qua sử dụng,30000,Trắng,5,5,Số tự động,0,
 ô tô Mazda 3 1.5 AT ,2018,470 triệu,Lắp ráp trong nước,Đã qua sử dụng,50000,Xanh,4,5,Số tự động,0,
 ô tô Ford EcoSport Titanium 1.5L AT ,2017,368 triệu,Lắp ráp trong nước,Đã qua sử dụng,78000,Xám,5,5,Số tự động,0,
 ô tô Ford Escape XLT 3.0 AT ,2002,95 triệu,Nhập khẩu,Đã qua sử dụng,190000,Cát,5,5,Số tự động,0,
 ô tô Mercedes Benz GLS 450 4Matic ,2022,4.398 tỉ,Nhập khẩu,Đã qua sử dụng,5000,Đen,5,7,Số tự động,0,
 ô tô Mercedes Benz V class V220d CDI ,2017,1.18 tỉ,Nhập khẩu,Đã qua sử dụng,50000,-,5,7,Số tự động,0,
 ô tô Kia Rondo GAT Deluxe ,2019,415 triệu,Lắp ráp trong nước,Đã qua sử dụng,117000,Xanh,5,7,Số tự động,0,
 ô tô Hyundai i10 1.2 MT ,2022,335 triệu,Lắp ráp trong nước,Đã qua sử dụng,4000,Đỏ,5,5,Số tay,0,
 ô tô Hyundai Kona 2.0 ATH ,2020,560 triệu,Lắp ráp trong nước,Đã qua sử dụng,50000,Trắng,5,5,Số tự động,0,
 ô tô Toyota Vios 1.5E ,2018,336 triệu,Lắp ráp trong nước,Đã qua sử dụng,63000,Trắng,4,5,Số tay,0,
 ô tô Mercedes Benz V class V220d CDI ,2017,1.15 tỉ,Nhập khẩu,Đã qua sử dụng,50000,-,5,7,Số tự động,0,
 ô tô Honda City L 1.5 AT ,2023,528 triệu,Lắp ráp trong nước,Mới,0,Xanh,4,5,Số tự động,0,
 ô tô Ford Transit Tiêu chuẩn ,2023,760 triệu,Lắp ráp trong nước,Đã qua sử dụng,600,Nâu,4,16,Số tay,0,
 ô tô Chevrolet Spark LT 0.8 MT ,2010,65 triệu,Lắp ráp trong nước,Đã qua sử dụng,300000,Bạc,5,5,Số tay,0,
 ô tô Honda Jazz RS ,2018,420 triệu,Nhập khẩu,Đã qua sử dụng,72500,Đỏ,5,5,Số tự động,0,
 ô tô Toyota Fortuner 2.5G ,2013,495 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Đen,5,7,Số tay,0,
 ô tô Hyundai Kona 2.0 AT ,2020,495 triệu,Lắp ráp trong nước,Đã qua sử dụng,45000,Trắng,5,5,Số tự động,0,
 ô tô Toyota Vios 1.5E ,2018,300 triệu,Lắp ráp trong nước,Đã qua sử dụng,100000,Trắng,4,5,Số tay,0,
 ô tô Nissan Sunny XV ,2015,270 triệu,Lắp ráp trong nước,Đã qua sử dụng,53140,Xanh,4,5,Số tự động,0,
 ô tô Lexus RX 350 Premium ,2023,3.43 tỉ,Nhập khẩu,Mới,0,Nâu,5,5,Số tự động,0,
 ô tô Ford Ranger XLS 2.0L 4x2 AT ,2023,682 triệu,Lắp ráp trong nước,Mới,0,Trắng,4,5,Số tự động,0,
 ô tô Mazda 2 Sport Premium ,2022,498 triệu,Nhập khẩu,Đã qua sử dụng,12000,Trắng,5,5,Số tự động,0,
 ô tô Lexus RX 350 AWD ,2015,1.36 tỉ,Nhập khẩu,Đã qua sử dụng,110000,Đen,5,5,Số tự động,0,
 ô tô Audi Q3 2.0 Quattro ,2012,479 triệu,Nhập khẩu,Đã qua sử dụng,90000,Nâu,5,5,Số tự động,0,
 ô tô Ford Ranger Raptor 2.0L 4x4 AT ,2023,1.299 tỉ,Nhập khẩu,Mới,0,Ghi,4,5,Số tự động,0,
 ô tô Mercedes Benz C class C200 ,2015,660 triệu,Lắp ráp trong nước,Đã qua sử dụng,70000,Trắng,4,5,Số tự động,0,
 ô tô Mercedes Benz E class E250 ,2010,305 triệu,Lắp ráp trong nước,Đã qua sử dụng,18000,Ghi,4,5,Số tự động,0,
 ô tô Lexus RX 350 ,2017,2.35 tỉ,Nhập khẩu,Đã qua sử dụng,70000,Kem,5,5,Số tự động,0,
 ô tô Mercedes Benz C class C300 AMG ,2022,1.82 tỉ,Lắp ráp trong nước,Đã qua sử dụng,0,Đen,4,5,Số tự động,0,
 ô tô Hyundai Elantra 1.6 AT Đặc biệt ,2023,630 triệu,Lắp ráp trong nước,Đã qua sử dụng,3000,Đỏ,4,5,Số tự động,0,
 ô tô Ford Fiesta S 1.0 AT Ecoboost ,2013,275 triệu,Lắp ráp trong nước,Đã qua sử dụng,100000,Trắng,5,5,Số tự động,0,
 ô tô Mercedes Benz E class E200 ,2020,1.299 tỉ,Lắp ráp trong nước,Đã qua sử dụng,50000,Trắng,4,5,Số tự động,0,
 ô tô Toyota Corolla altis 1.8G ,2022,660 triệu,Nhập khẩu,Đã qua sử dụng,28000,Đen,4,5,Số tự động,0,
 ô tô Mercedes Benz GLC 200 ,2021,1.369 tỉ,Lắp ráp trong nước,Đã qua sử dụng,39000,Đen,5,5,Số tự động,0,
 ô tô Porsche Panamera 2.9 V6 ,2021,4.95 tỉ,Nhập khẩu,Đã qua sử dụng,38000,Xám,4,4,Số tự động,0,
 ô tô Mercedes Benz GLC 300 4Matic ,2017,1.34 tỉ,Lắp ráp trong nước,Đã qua sử dụng,30000,Trắng,5,5,Số tự động,0,
 ô tô Kia K3 Deluxe 1.6 MT ,2022,466 triệu,Lắp ráp trong nước,Đã qua sử dụng,15000,Đỏ,4,5,Số tay,0,
 ô tô Ford EcoSport Titanium 1.5L AT ,2017,365 triệu,Lắp ráp trong nước,Đã qua sử dụng,121000,Nâu,5,5,Số tự động,0,
 ô tô Kia K3 Premium 2.0 AT ,2022,629 triệu,Lắp ráp trong nước,Đã qua sử dụng,5600,Xanh,4,5,Số tự động,0,
 ô tô Honda CRV L ,2020,810 triệu,Lắp ráp trong nước,Đã qua sử dụng,46000,Trắng,5,7,Số tự động,0,
 ô tô Toyota Fortuner 2.5G ,2016,640 triệu,Lắp ráp trong nước,Đã qua sử dụng,77000,Đen,5,7,Số tay,0,
 ô tô BMW 2 Series 218i Active Tourer ,2016,465 triệu,Nhập khẩu,Đã qua sử dụng,80000,-,5,5,Số tự động,0,
 ô tô Toyota Vios E 1.5 MT ,2022,418 triệu,Lắp ráp trong nước,Đã qua sử dụng,31000,Đỏ,4,5,Số tay,0,
 ô tô Kia Cerato 2.0 AT Premium ,2018,396 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Đỏ,4,5,Số tự động,0,
 ô tô Kia Rio 1.4 MT ,2015,250 triệu,Nhập khẩu,Đã qua sử dụng,200000,Trắng,4,5,Số tay,0,
 ô tô Toyota Camry 2.5Q ,2019,900 triệu,Nhập khẩu,Đã qua sử dụng,60000,Đen,4,5,Số tự động,0,
 ô tô Toyota Vios 1.5G ,2016,375 triệu,Lắp ráp trong nước,Đã qua sử dụng,8,Kem,4,5,Số tự động,0,
 ô tô Toyota Camry 2.0E ,2017,630 triệu,Lắp ráp trong nước,Đã qua sử dụng,57000,Đen,4,5,Số tự động,0,
 ô tô Ford Focus 1.8 AT ,2011,245 triệu,Lắp ráp trong nước,Đã qua sử dụng,100000,Trắng,5,5,Số tự động,0,
 ô tô Ford Everest Titanium 2.0L 4x4 AT ,2020,968 triệu,Nhập khẩu,Đã qua sử dụng,60000,Trắng,5,7,Số tự động,0,
 ô tô Kia Rio 1.4 MT ,2016,250 triệu,Nhập khẩu,Đã qua sử dụng,0,Trắng,4,5,Số tay,0,
 ô tô Toyota Vios 1.5E MT ,2019,355 triệu,Lắp ráp trong nước,Đã qua sử dụng,50000,Bạc,4,5,Số tay,0,
 ô tô Toyota Fortuner 2.7V 4x4 AT ,2013,395 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Bạc,5,7,Số tự động,0,
 ô tô Lexus GX 460 ,2011,1.75 tỉ,Nhập khẩu,Đã qua sử dụng,63863,Trắng,5,7,Số tự động,0,
 ô tô Ford Ranger XLS 2.0L 4x2 AT ,2023,605 triệu,Lắp ráp trong nước,Mới,0,Xám,4,5,Số tự động,0,
 ô tô Audi Q7 2.0 AT ,2017,1.45 tỉ,Nhập khẩu,Đã qua sử dụng,119209,Đen,5,7,Số tự động,0,
 ô tô Mercedes Benz GLS 450 4Matic ,2021,4.399 tỉ,Nhập khẩu,Đã qua sử dụng,30000,Trắng,5,7,Số tự động,0,
 ô tô Toyota Fortuner 2.4G 4x2 MT ,2018,768 triệu,Nhập khẩu,Đã qua sử dụng,123000,Bạc,5,7,Số tay,0,
 ô tô Ford Ranger Raptor 2.0L 4x4 AT ,2023,1.225 tỉ,Nhập khẩu,Mới,0,Trắng,4,5,Số tự động,0,
 ô tô Mitsubishi Jolie SS ,2006,135 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Đỏ,5,8,Số tay,0,
 ô tô Toyota Hilux 2.8L 4x4 AT ,2021,845 triệu,Nhập khẩu,Đã qua sử dụng,41000,Trắng,4,5,Số tự động,0,
 ô tô Mazda BT50 3.2L 4x4 AT ,2014,345 triệu,Nhập khẩu,Đã qua sử dụng,120000,Đỏ,4,5,Số tự động,0,
 ô tô Mercedes Benz C class C300 AMG ,2019,999 triệu,Lắp ráp trong nước,Đã qua sử dụng,70000,Đỏ,4,5,Số tự động,0,
 ô tô BMW 5 Series 520i ,2018,1.199 tỉ,Nhập khẩu,Đã qua sử dụng,61000,Đồng,4,5,Số tự động,0,
 ô tô Kia Sorento 2.4 GAT Premium ,2020,685 triệu,Lắp ráp trong nước,Đã qua sử dụng,50000,Trắng,5,7,Số tự động,0,
 ô tô Mercedes Benz S class S450L ,2018,2.25 tỉ,Lắp ráp trong nước,Đã qua sử dụng,64000,Đen,4,5,Số tự động,0,
 ô tô Ford EcoSport Titanium 1.5L AT ,2017,355 triệu,Lắp ráp trong nước,Đã qua sử dụng,78000,Xám,5,5,Số tự động,0,
 ô tô Mercedes Benz GLC 300 4Matic ,2021,1.779 tỉ,Lắp ráp trong nước,Đã qua sử dụng,0,Đen,5,5,Số tự động,0,
 ô tô Mercedes Benz C class C300 AMG ,2022,1.898 tỉ,Lắp ráp trong nước,Đã qua sử dụng,9600,Trắng,4,5,Số tự động,0,
 ô tô Toyota Corolla altis 1.8G MT ,2003,136 triệu,Lắp ráp trong nước,Đã qua sử dụng,686,Đen,4,5,Số tay,0,
 ô tô Ford Explorer Limited 2.3L EcoBoost ,2022,2.15 tỉ,Nhập khẩu,Đã qua sử dụng,35000,Đen,5,7,Số tự động,0,
 ô tô Audi A6 1.8 TFSI ,2016,899 triệu,Nhập khẩu,Đã qua sử dụng,65000,Trắng,4,5,Số tự động,0,
 ô tô Toyota Camry 2.0G ,2022,935 triệu,Nhập khẩu,Đã qua sử dụng,25000,Đen,4,5,Số tự động,0,
